id,first_name,last_name,notes,birth_date,death_date,date_added,date_updated
82,"",Ehret,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
83,R. B.,Eisenberg,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
84,"",Endahl,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
85,Frank,Erickson,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
86,Dale W.,Eymann,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
87,Leonard,Falcone,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
88,Nicholas,Falcone,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
89,E.,Fall,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
90,Frederick,Fennell,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
91,Don,Ferris,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
92,Henry,Fillmore,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
93,"",Forester,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
94,"",Forsblad,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
95,Maurice,Gardner,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
96,A. F.,Gaylord,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
97,Harry,Gee,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
98,Marty,Gold,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
99,Richard F,Goldman,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
100,Morton,Gould,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
101,John,Gready,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
102,F. H.,Greissinger,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
103,Ferde,Grofe,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
104,Clare,Grundman,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
105,A. A.,Harding,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
106,Maj. Dale,Harpham,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
107,Robert,Hawkins,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
108,Al,Hayes,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
109,"",Hearshon,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
110,Luther,Henderson,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
111,Harry,Henneman,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
112,Franz,Henning,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
113,Ralph,Hermann,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
114,John,Higgins,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
115,R. E.,Hildreth,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
116,Mark,Hindsley,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
117,Bill,Holcombe,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
118,Roger,Holmes,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
119,Bruce,Houseknecht,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
120,Fred K.,Huffer,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
121,Herman,Hummel,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
122,Donald,Hunsberger,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
123,Merle J.,Isaac,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
124,"",James Croft,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
125,Paul,Jennings,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
126,David,John,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
127,Clair W.,Johnson,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
128,Maurice,Johnstone,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
129,Quincy,Jones,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
130,James,Jurrens,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
131,Jim,Kasprzak,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
132,Stan,Kenton,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
133,Fred,Kepner,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
135,Jerrold A.,Kiser,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
136,F. Henri,Klickmann,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
137,Charles,Koff,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
138,John,Krance,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
139,Joseph,Kreines,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
140,Jeff,Kressler,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
141,"",Laird,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
142,Fred,Lampe,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
143,Philip J.,Lang,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
144,E,Lawler,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
145,Erik,Leidzen,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
146,Hal,Leonard,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
147,Buckley,Lewis,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
148,"",Longfield,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
149,Robert,Lowden,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
150,Charles,MacKerras,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
151,Joseph E.,Maddy,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
152,Luis,Maldonado,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
153,Albert,Mancini,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
154,W. Francis,McBeth,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
155,"",McLeod,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
156,William,McRae,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
157,Roland,Moehlmann,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
158,Bill,Moffit,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
159,P. J.,Molenaar,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
160,Emil,Mollenhauer,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
161,P.,Mondrone,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
162,Frank,Morton,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
163,John,Moss,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
164,Paul,Murtha,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
165,Theldon,Myers,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
166,Robert E.,Nelson,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
167,Sammy,Nestico,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
168,"",New Reformation Jazz,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
169,Jerry,Nowak,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
170,Eric,Osterling,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
171,John P.,Paynter,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
172,Fred,Pendergraft,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
173,Ian,Polster,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
174,Gardner,Read,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
175,Buryl,Red,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
176,Alfred,Reed,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
177,G. H.,Reeves,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
178,J.,Renshaw,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
179,William D.,Revelli,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
180,William E.,Rhoads,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
181,Frank,Richards,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
182,J. J.,Richards,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
183,Norman,Richardson,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
184,Charles B.,Righter,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
185,James,Riley,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
186,Roy,Ringwald,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
187,Goerge F.,Roach,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
188,Wayne,Robinson,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
189,R. Mark,Rogers,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
190,Robert W.,Ross,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
191,Alfred,Roth,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
192,V. F.,Safranek,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
193,"",Saucedo,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
194,"",Sauter,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
195,William,Schaefer,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
196,Loras J.,Schissel,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
197,William,Schoenfeld,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
198,"",Schuller,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
199,William,Schulz,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
200,Wayne,Scott,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
201,Julius S.,Seredy,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
202,R.,Shaw,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
203,"",Sherwin,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
204,"",Sinclair,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
205,Earl,Slocum,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
206,Claude B.,Smith,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
207,John Stafford,Smith,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
208,John Philip,Sousa,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
209,J,Spaniola,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
210,Paul,Sterrett,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
211,"",Stout,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
212,William,Teague,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
213,Robert,Thygerson,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
214,Theo. M.,Tobani,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
215,Vito,Tose,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
216,William,Trague,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
217,"",US Air Force,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
218,Zane,Van Auken,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
219,Paul,Van Loan,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
220,Zane,vanAuken,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
221,"",Walker,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
222,Harold L.,Walters,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
223,John,Warrington,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
224,Anton,Weiss,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
225,Robert,Wells,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
226,"",Wendt,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
227,Floyd E.,Werle,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
228,Paul W.,Whear,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
229,Ken,Whitcomb,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
230,Charles,Wiley,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
231,Peter,Wilhousky,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
232,Paul,Yoder,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
233,Vincent,Yoder,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
234,Scott,Toaz,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
235,Steve,Rouse,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
236,Michael,Brown,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
237,James,Barnes,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
238,"",-none-,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
239,Rich,Ridenour,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
240,Ray,Woodfield,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
241,Rafael,Soliz,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
242,Albert,Ligotti,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
243,Dan,Alt,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
244,David,Lovrien,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
245,John,Bourgeious,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
246,Gary,Sullivan,"",,,2025-07-03 04:00:00+00,2025-07-03 04:00:00+00
249,Carl,Strommen,"",1939-05-07,,2025-07-04 18:20:59.060944+00,2025-07-04 18:20:59.060958+00
253,John,Boyd,"",1944-01-01,2004-12-31,2025-07-06 14:38:48.93583+00,2025-07-06 14:38:48.935839+00
